mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	35				5	
7	7	18	18	0.0	0	0	StaffText	3/4	1	2	0						dim.		
7	7	18	18	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	36					
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	37				6	
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	38					
7	7	18	18	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	39					
7	7	19	19	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	40					
8	8	21	21	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	41					
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	42		articTenutoAbove		7	
8	8	21	21	0.0	0	0	Dynamic	3/4	1	2	0				p				
8	8	21	21	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	43					
8	8	21	21	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	44					
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	45					
9	9	25	25	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	46		articTenutoAbove		8	
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	47				8	
9	9	24	24	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	48				9	
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	49				9	
9	9	24	24	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	50					
10	10	27	27	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	51					
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	52		articTenutoAbove		10	
10	10	27	27	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	53					
10	10	27	27	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	54					
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	55					
11	11	31	31	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	56		articTenutoAbove		11	
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	57				11	
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	58				11	
11	11	30	30	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	59					
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	60					
11	11	30	30	0.0	0	0	StaffText	3/4	2	1	0						cresc.		
11	11	30	30	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	61					
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	62				12	
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	63				12	
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	64				12	
11	11	30	30	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	65					
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	66					
12	12	33	33	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	67					
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	68		articTenutoAbove		13	
12	12	33	33	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	69					
12	12	33	33	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	70					
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	71				14	
12	12	33	33	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	72					
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	73					
13	13	37	37	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	74		articTenutoAbove		15	
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	75				15	
13	13	36	36	0.0	0	0	Dynamic	3/4	1	2	0				mf				
13	13	36	36	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	76				16	
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	77					
13	13	36	36	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	78					
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	79				17	
13	13	36	36	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	80					
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	81					
14	14	39	39	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	82					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	83				18	
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	84					
14	14	39	39	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	85				19	
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	86				19	
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	87					
14	14	39	39	0.0	0	0	StaffText	3/4	2	1	0						dim.		
14	14	39	39	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	88					
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	89					
14	14	39	39	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	90				20	
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	91				20	
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	92					
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	93					
15	15	43	43	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	94		articTenutoAbove		21	
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	95					
15	15	42	42	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	96					
15	15	43	43	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	97				22	
15	15	42	42	0.0	0	0	Dynamic	3/4	2	1	0				p				
15	15	42	42	0.5	0	0	Chord	3/4	2	1	1/8	1/8	1	98				23	
15	15	85/2	85/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	99				23	
15	15	43	43	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	100				23	
15	15	44	44	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	101				23, 24	
15	15	42	42	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	102					
15	15	43	43	2.0	1/4	1/4	Chord	3/4	2	2	1/2	1/2	1	103					
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	104		articTenutoAbove			
16	16	45	45	0.0	0	0	StaffText	3/4	1	2	0						dim.		
16	16	45	45	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	105					
16	16	45	45	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	106				23	
16	16	46	46	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	107					
16	16	45	45	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	108					
