mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur	crescendo_hairpin
6	6	69/4	69/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	86				16	
6	6	35/2	35/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	87				16	
6	6	71/4	71/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	88					
6	6	61/4	61/4	0.75	1/16	1/16	Chord	3/4	2	2	3/16	1/8	3/2	89		articStaccatoBelow			
6	6	65/4	65/4	0.75	5/16	5/16	Chord	3/4	2	2	3/16	1/8	3/2	90		articStaccatoBelow			
6	6	69/4	69/4	0.75	9/16	9/16	Chord	3/4	2	2	3/16	1/8	3/2	91		articStaccatoBelow			
7	7	18	18	0.75	0	0	Chord	3/4	1	1	3/16	1/8	3/2	92					
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	93					
7	7	19	19	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	94				17	
7	7	41/2	41/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	95					
7	7	73/4	73/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	96				18	
7	7	37/2	37/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	97					
7	7	75/4	75/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	98					
7	7	77/4	77/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	99				19	
7	7	39/2	39/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	100				19	
7	7	79/4	79/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	101					
7	7	81/4	81/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	102				20	
7	7	41/2	41/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	103				20	
7	7	83/4	83/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	104					
7	7	73/4	73/4	0.75	1/16	1/16	Chord	3/4	2	2	3/16	1/8	3/2	105		articStaccatoBelow			
7	7	77/4	77/4	0.75	5/16	5/16	Chord	3/4	2	2	3/16	1/8	3/2	106		articStaccatoBelow			
7	7	81/4	81/4	0.75	9/16	9/16	Chord	3/4	2	2	3/16	1/8	3/2	107		articStaccatoBelow			
8	8	21	21	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	108					
8	8	21	21	0.0	0	0	Dynamic	3/4	1	2	0				p				
8	8	85/4	85/4	0.0	1/16	1/16	Spanner	3/4	1	2	0								0
8	8	85/4	85/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	109				21	0
8	8	43/2	43/2	0.0	1/8	1/8	Spanner	3/4	1	2	0								
8	8	43/2	43/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	110					
8	8	87/4	87/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	111					
8	8	22	22	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	112					
8	8	22	22	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	113					
8	8	89/4	89/4	0.0	5/16	5/16	StaffText	3/4	2	1	0						dim.		
8	8	89/4	89/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	114					
8	8	45/2	45/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	115					
8	8	91/4	91/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	116					
8	8	23	23	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	117					
8	8	93/4	93/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	118					
8	8	47/2	47/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	119					
8	8	95/4	95/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	120					
9	9	24	24	0.0	0	0	Dynamic	3/4	1	1	0				p				
9	9	24	24	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	121					
9	9	25	25	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	122		articTenutoAbove		22	
9	9	53/2	53/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	123				22	
9	9	97/4	97/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	124				23	
9	9	49/2	49/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	125				23	
9	9	99/4	99/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	126					
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	127				24	
9	9	51/2	51/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	128				24	
9	9	103/4	103/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	129				24	
9	9	26	26	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	130					
9	9	105/4	105/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	131					
9	9	53/2	53/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	132					
9	9	107/4	107/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	133					
9	9	97/4	97/4	0.75	1/16	1/16	Chord	3/4	2	2	3/16	1/8	3/2	134		articStaccatoBelow			
9	9	25	25	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	135		articTenutoBelow		25	
9	9	101/4	101/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	136					
9	9	105/4	105/4	0.75	9/16	9/16	Chord	3/4	2	2	3/16	1/8	3/2	137		articStaccatoBelow			
10	10	27	27	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	138					
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	139		articTenutoBelow		26	
10	10	28	28	0.0	1/4	1/4	StaffText	3/4	1	3	0						"m.g.
"		
10	10	28	28	0.5	1/4	1/4	Chord	3/4	1	3	1/8	1/8	1	140					
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	141				27	
10	10	55/2	55/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	142				27	
10	10	111/4	111/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	143					
10	10	113/4	113/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	144				28	
10	10	57/2	57/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	145				28	
10	10	115/4	115/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	146					
10	10	117/4	117/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	147				29	
10	10	59/2	59/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	148				29	
10	10	119/4	119/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	149					
10	10	109/4	109/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	150				30	
10	10	55/2	55/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	151		articStaccatoBelow			
10	10	117/4	117/4	0.75	9/16	9/16	Chord	3/4	2	2	3/16	1/8	3/2	152		articStaccatoBelow			
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	153					
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	154		articTenutoAbove			
11	11	32	32	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	155					
11	11	129/4	129/4	0.5	9/16	9/16	Chord	3/4	1	1	1/8	1/8	1	156				31	
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	157					
11	11	121/4	121/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	158				32	
11	11	61/2	61/2	0.0	1/8	1/8	StaffText	3/4	2	1	0						cresc.	32	
11	11	61/2	61/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	159				32	
11	11	123/4	123/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	160					
11	11	125/4	125/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	161				33	
11	11	63/2	63/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	162					
11	11	127/4	127/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	163					
11	11	32	32	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	164					
11	11	129/4	129/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	165					
11	11	65/2	65/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	166					
11	11	131/4	131/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	167					
11	11	121/4	121/4	0.75	1/16	1/16	Chord	3/4	2	2	3/16	1/8	3/2	168		articStaccatoBelow			
11	11	31	31	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	169		articTenutoBelow		34	
11	11	125/4	125/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	170					
11	11	129/4	129/4	0.75	9/16	9/16	Chord	3/4	2	2	3/16	1/8	3/2	171		articStaccatoBelow			
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	3	1/4	1/4	1	172					
12	12	33	33	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	173					
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	174		articTenutoBelow		35	
12	12	34	34	0.0	1/4	1/4	StaffText	3/4	1	3	0						"m.g.
"		
12	12	34	34	0.5	1/4	1/4	Chord	3/4	1	3	1/8	1/8	1	175					
12	12	33	33	0.0	0	0	StaffText	3/4	2	1	0						dim.		
12	12	133/4	133/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	176				36	
12	12	67/2	67/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	177				36	
12	12	135/4	135/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	178					
12	12	137/4	137/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	179				37	
12	12	69/2	69/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	180				37	
12	12	139/4	139/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	181					
12	12	35	35	0.0	1/2	1/2	StaffText	3/4	2	1	0						cresc.		
12	12	141/4	141/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	182				38	
12	12	71/2	71/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	183				38	
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	184					
12	12	133/4	133/4	0.25	1/16	1/16	Chord	3/4	2	2	1/16	1/16	1	185				39	
12	12	67/2	67/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8	1/8	1	186		articStaccatoBelow			
12	12	141/4	141/4	0.75	9/16	9/16	Chord	3/4	2	2	3/16	1/8	3/2	187		articStaccatoBelow			
13	13	36	36	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	188					
13	13	37	37	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	189		articTenutoAbove		40	
13	13	77/2	77/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	190				40	
13	13	36	36	0.0	0	0	Dynamic	3/4	2	1	0				mf				
13	13	145/4	145/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	191				41	
13	13	73/2	73/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	192				41	
13	13	147/4	147/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	193					
13	13	149/4	149/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	194				42	
13	13	75/2	75/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	195					
13	13	151/4	151/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	196					
13	13	38	38	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	197					
13	13	153/4	153/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	198					
13	13	77/2	77/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	199					
13	13	155/4	155/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	200					
13	13	145/4	145/4	0.75	1/16	1/16	Chord	3/4	2	2	3/16	1/8	3/2	201		articStaccatoBelow			
13	13	37	37	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	202		articTenutoBelow		43	
13	13	149/4	149/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	203					
13	13	153/4	153/4	0.75	9/16	9/16	Chord	3/4	2	2	3/16	1/8	3/2	204		articStaccatoBelow			
14	14	39	39	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	205					
14	14	81/2	81/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	206				44	
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	207					
14	14	157/4	157/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	208				45	
14	14	79/2	79/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	209				45	
14	14	159/4	159/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	210				45	
14	14	40	40	0.0	1/4	1/4	StaffText	3/4	2	1	0						dim.	45	
14	14	40	40	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	211				45	
14	14	161/4	161/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	212				45	
14	14	81/2	81/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	213				45	
14	14	163/4	163/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	214					
14	14	165/4	165/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	215				46	
14	14	83/2	83/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	216				46	
14	14	167/4	167/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	217					
14	14	157/4	157/4	0.75	1/16	1/16	Chord	3/4	2	2	3/16	1/8	3/2	218		articStaccatoBelow			
14	14	161/4	161/4	0.75	5/16	5/16	Chord	3/4	2	2	3/16	1/8	3/2	219					
14	14	165/4	165/4	0.25	9/16	9/16	Chord	3/4	2	2	1/16	1/16	1	220				47	
14	14	83/2	83/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	221		articStaccatoBelow			
15	15	42	42	0.0	0	0	Dynamic	3/4	1	1	0				p				
15	15	42	42	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	222					
15	15	43	43	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	223		articTenutoAbove		48	
15	15	89/2	89/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	224					
15	15	44	44	0.0	1/2	1/2	StaffText	3/4	1	3	0						m.g.		
15	15	44	44	0.5	1/2	1/2	Chord	3/4	1	3	1/8	1/8	1	225					
15	15	169/4	169/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16	1/16	1	226				49	
15	15	85/2	85/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16	1/16	1	227				49	
15	15	171/4	171/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16	1/16	1	228					
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	229				50	
15	15	87/2	87/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	230				50	
15	15	175/4	175/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	231				50	
15	15	177/4	177/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	232				50	
15	15	89/2	89/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16	1/16	1	233				50	
15	15	179/4	179/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16	1/16	1	234					
15	15	169/4	169/4	0.75	1/16	1/16	Chord	3/4	2	2	3/16	1/8	3/2	235		articStaccatoBelow			
15	15	43	43	0.25	1/4	1/4	Chord	3/4	2	2	1/16	1/16	1	236		articTenutoBelow		51	
15	15	173/4	173/4	0.25	5/16	5/16	Chord	3/4	2	2	1/16	1/16	1	237					
16	16	45	45	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	238					
16	16	45	45	0.0	0	0	Dynamic	3/4	1	2	0				p				
16	16	181/4	181/4	0.0	1/16	1/16	Spanner	3/4	1	2	0								1
16	16	181/4	181/4	0.25	1/16	1/16	Chord	3/4	1	2	1/16	1/16	1	239				52	1
16	16	91/2	91/2	0.0	1/8	1/8	Spanner	3/4	1	2	0								
16	16	91/2	91/2	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	240					
16	16	183/4	183/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	241					
16	16	46	46	2.0	1/4	1/4	Chord	3/4	1	2	1/2	1/2	1	242					
16	16	46	46	0.25	1/4	1/4	Chord	3/4	2	1	1/16	1/16	1	243					
16	16	185/4	185/4	0.0	5/16	5/16	StaffText	3/4	2	1	0						dim.		
16	16	185/4	185/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16	1/16	1	244					
16	16	93/2	93/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16	1/16	1	245					
16	16	187/4	187/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16	1/16	1	246					
16	16	47	47	0.25	1/2	1/2	Chord	3/4	2	1	1/16	1/16	1	247					
16	16	189/4	189/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16	1/16	1	248					
16	16	95/2	95/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	249					
